Memory,Storage,Camera,Rating,Selling Price,Original Price,Discount,discount percentage
4 MB,256 MB,Yes,,1662,1662,0,0.0
4GB,64 GB,Yes,4.6,49900,49900,0,0.0
8 GB,128 GB,Yes,,19990,23990,4000,16.673614005835766
1 GB,8 GB,Yes,4.0,5999,5999,0,0.0
1 GB,8 GB,Yes,3.6,4890,4890,0,0.0
6 GB,128 GB,Yes,4.3,15900,19590,3690,18.83614088820827
3 GB,,Yes,,10999,12990,1991,15.327174749807543
8 GB,256 GB,Yes,4.2,45871,45871,0,0.0
4 GB,64 GB,Yes,4.3,15998,15998,0,0.0
6 GB,128 GB,Yes,4.3,21099,26900,5801,21.565055762081784
8 GB,128 GB,Yes,4.5,20999,20999,0,0.0
6 GB,128 GB,Yes,4.5,36299,36299,0,0.0
4 GB,64 GB,Yes,4.3,18990,18990,0,0.0
6 GB,128 GB,Yes,4.3,28999,32999,4000,12.121579441801266
3 GB,16 GB,Yes,4.3,13490,13490,0,0.0
4 GB,64 GB,Yes,4.6,83000,83000,0,0.0
3 GB,64 GB,Yes,4.4,9999,11999,2000,16.668055671305943
512 MB,4 GB,Yes,3.9,5000,5000,0,0.0
2 GB,32 GB,Yes,3.8,7300,7300,0,0.0
3 GB,32 GB,Yes,4.4,8999,8999,0,0.0
8 GB,128 GB,Yes,4.4,34990,37990,3000,7.896814951302974
4 GB,64 GB,Yes,3.9,8490,9999,1509,15.091509150915092
6 GB,128 GB,Yes,4.3,24990,24990,0,0.0
4 GB,32 GB,Yes,4.1,39899,39899,0,0.0
3 GB,32 GB,Yes,4.4,8990,10000,1010,10.1
6 GB,128 GB,Yes,4.4,15999,19999,4000,20.001000050002503
1 GB,8 GB,Yes,3.9,8999,8999,0,0.0
8 GB,128 GB,Yes,4.3,22189,22189,0,0.0
6 GB,64 GB,Yes,4.3,17999,17999,0,0.0
1 GB,128 GB,Yes,4.5,80500,80500,0,0.0
4 GB,64 GB,Yes,4.4,13999,14999,1000,6.667111140742716
6 GB,128 GB,Yes,4.3,32999,39999,7000,17.500437510937775
6 GB,64 GB,Yes,4.4,14999,17999,3000,16.667592644035782
6 GB,128 GB,Yes,4.3,17259,17259,0,0.0
6 GB,128 GB,Yes,4.3,27499,30499,3000,9.836388078297649
4GB,256 GB,Yes,4.6,78999,80900,1901,2.349814585908529
4 GB,128 GB,Yes,4.4,15990,20990,5000,23.820867079561697
4 GB,64 GB,Yes,4.3,12990,14990,2000,13.342228152101402
2 GB,256 GB,Yes,4.5,74400,74400,0,0.0
6 GB,128 GB,Yes,4.3,20999,25999,5000,19.231508904188622
3 GB,32 GB,Yes,4.0,8892,8892,0,0.0
6 GB,128 GB,Yes,4.4,16998,18439,1441,7.814957427192364
3 GB,32 GB,Yes,4.3,13199,13199,0,0.0
8 GB,128 GB,Yes,,19999,22999,3000,13.044045393277967
6 GB,128 GB,Yes,4.3,38999,38999,0,0.0
4 GB,64 GB,Yes,4.3,15599,15599,0,0.0
4 GB,64 GB,Yes,4.5,12349,12999,650,5.00038464497269
1.5 GB,16 GB,Yes,4.2,9890,9890,0,0.0
4 MB,2 MB,Yes,4.2,2336,2336,0,0.0
4 GB,64 GB,Yes,4.1,11999,11999,0,0.0
6 GB,128 GB,Yes,4.4,19999,20999,1000,4.76213153007286
4GB,512 GB,Yes,4.6,140300,140300,0,0.0
8 GB,128 GB,Yes,4.3,21990,23990,2000,8.336807002917883
3 GB,16 GB,Yes,3.7,7350,18279,10929,59.789922862301005
3 GB,32 GB,Yes,4.3,7798,7798,0,0.0
6 GB,64 GB,Yes,4.5,20899,21999,1100,5.0002272830583205
2 GB,32 GB,Yes,4.5,24999,31500,6501,20.63809523809524
2 GB,32 GB,Yes,4.0,9490,9500,10,0.1052631578947368
3 GB,32 GB,Yes,4.1,7490,7490,0,0.0
3 GB,32 GB,Yes,3.3,16790,16790,0,0.0
1 GB,16 GB,Yes,4.2,5900,5900,0,0.0
3 GB,32 GB,Yes,4.2,9499,9499,0,0.0
2 GB,16 GB,Yes,4.1,6949,6999,50,0.7143877696813831
3 GB,32 GB,Yes,3.7,10490,10490,0,0.0
12 GB,256 GB,Yes,4.4,54990,54990,0,0.0
3 GB,32 GB,Yes,4.4,9490,10990,1500,13.64877161055505
3 GB,64 GB,Yes,4.0,53900,53900,0,0.0
4 GB,64 GB,Yes,4.3,17600,17600,0,0.0
6 GB,128 GB,Yes,4.4,15999,16999,1000,5.882698982293076
4 GB,64 GB,Yes,4.5,44999,44999,0,0.0
512 MB,2 MB,Yes,4.1,2599,2599,0,0.0
4 GB,64 GB,Yes,4.3,15599,15599,0,0.0
6 GB,128 GB,Yes,4.3,39990,39990,0,0.0
2 GB,16 GB,Yes,,6499,6499,0,0.0
64 MB,100 MB,Yes,4.2,3499,3499,0,0.0
8 GB,128 GB,Yes,4.2,23999,25999,2000,7.692603561675448
3 GB,256 GB,Yes,4.6,84900,84900,0,0.0
3 GB,32 GB,Yes,4.2,21999,21999,0,0.0
8 GB,128 GB,Yes,4.4,19499,19499,0,0.0
8 GB,128 GB,Yes,4.4,35990,38990,3000,7.694280584765324
3 GB,16 GB,Yes,3.5,6598,6598,0,0.0
3 GB,32 GB,Yes,4.3,9999,11999,2000,16.668055671305943
6 GB,128 GB,Yes,3.8,16399,16399,0,0.0
3 GB,32 GB,Yes,4.5,36999,37900,901,2.3773087071240107
4GB,256 GB,Yes,,89900,89900,0,0.0
2 GB,16 GB,Yes,,6499,6499,0,0.0
1 GB,8 GB,Yes,4.1,13990,13990,0,0.0
3 GB,32 GB,Yes,4.3,9999,11999,2000,16.668055671305943
1 GB,8 GB,Yes,3.9,7000,17000,10000,58.82352941176471
3 GB,64 GB,Yes,4.0,10399,11499,1100,9.566049221671449
4GB,512 GB,Yes,4.6,140300,140300,0,0.0
4 GB,32 GB,Yes,4.0,12999,19999,7000,35.00175008750438
3 GB,32 GB,Yes,4.3,15999,15999,0,0.0
3 GB,64 GB,Yes,4.6,49900,49900,0,0.0
4 GB,64 GB,Yes,4.4,13999,16999,3000,17.648096946879228
6 GB,128 GB,Yes,4.2,23999,29999,6000,20.00066668888963
4GB,256 GB,Yes,4.6,79999,106600,26601,24.954033771106943
8 GB,128 GB,Yes,4.4,27499,34999,7500,21.4291836909626
6 GB,128 GB,Yes,4.1,21700,21700,0,0.0
1.5 GB,8 GB,Yes,4.1,27390,27390,0,0.0
1 GB,16 GB,Yes,4.5,39999,39999,0,0.0
6 GB,64 GB,Yes,4.4,21990,21990,0,0.0
3 GB,256 GB,Yes,5.0,85400,85400,0,0.0
8 GB,256 GB,Yes,4.2,16999,19999,3000,15.000750037501875
6 GB,128 GB,Yes,4.2,19990,20990,1000,4.76417341591234
4GB,64 GB,Yes,4.5,56999,59900,2901,4.843071786310517
8 MB,16 MB,Yes,3.7,1099,1999,900,45.02251125562781
4 GB,32 GB,Yes,4.3,26900,26900,0,0.0
2 GB,16 GB,Yes,4.0,8499,8499,0,0.0
3 GB,32 GB,Yes,4.2,10399,10399,0,0.0
2 GB,16 GB,Yes,4.1,17990,17990,0,0.0
6 GB,64 GB,Yes,4.5,19990,25000,5010,20.04
3 GB,128 GB,Yes,4.6,47999,52900,4901,9.264650283553877
16 MB,Expandable Upto 32 GB,Yes,3.8,3999,3999,0,0.0
128 MB,48 MB,Yes,,3075,3075,0,0.0
2 GB,16 GB,Yes,3.8,4450,4450,0,0.0
4 GB,64 GB,Yes,4.2,14749,15980,1231,7.703379224030038
,512 GB,Yes,4.6,149900,149900,0,0.0
4 GB,64 GB,Yes,4.2,8799,9999,1200,12.001200120012
8 GB,128 GB,Yes,4.5,22999,26999,4000,14.815363531982667
3 GB,32 GB,Yes,3.9,14999,14999,0,0.0
6 GB,128 GB,Yes,4.5,59000,59000,0,0.0
6 GB,128 GB,Yes,4.3,32990,32990,0,0.0
6 GB,128 GB,Yes,4.5,68900,68900,0,0.0
4GB,512 GB,Yes,4.7,150800,150800,0,0.0
1 GB,8 GB,Yes,3.6,3999,3999,0,0.0
1 GB,8 GB,Yes,3.8,7150,7150,0,0.0
4 GB,64 GB,Yes,4.3,13490,13490,0,0.0
4 GB,64 GB,Yes,4.3,13600,13600,0,0.0
2 GB,16 GB,Yes,4.1,25999,25999,0,0.0
2 GB,16 GB,Yes,3.7,15490,15490,0,0.0
6 GB,128 GB,Yes,4.1,17999,17999,0,0.0
4 GB,64 GB,Yes,4.3,11499,12999,1500,11.539349180706209
6 GB,64 GB,Yes,4.3,24990,24990,0,0.0
2 GB,32 GB,Yes,4.2,8990,10990,2000,18.198362147406733
3 GB,32 GB,Yes,4.3,8999,8999,0,0.0
3 GB,32 GB,Yes,4.4,8490,8490,0,0.0
8 GB,128 GB,Yes,4.4,34990,37990,3000,7.896814951302974
6 GB,128 GB,Yes,4.4,17999,21999,4000,18.182644665666626
4GB,512 GB,Yes,4.6,140300,140300,0,0.0
6 GB,128 GB,Yes,4.1,18429,18429,0,0.0
1 GB,4 GB,Yes,3.5,15200,15200,0,0.0
3 GB,16 GB,Yes,4.2,10990,10990,0,0.0
4GB,64 GB,Yes,4.6,49900,49900,0,0.0
3 GB,256 GB,Yes,4.6,91900,91900,0,0.0
1 GB,16 GB,Yes,3.8,4999,7856,2857,36.367107942973526
4 GB,128 GB,Yes,4.4,11999,11999,0,0.0
8 GB,128 GB,Yes,4.3,30990,30990,0,0.0
4 GB,64 GB,Yes,4.4,14999,15999,1000,6.250390649415588
6 GB,128 GB,Yes,4.4,28999,28999,0,0.0
8 GB,256 GB,Yes,4.4,75999,104999,29000,27.61931066010153
2 GB,64 GB,Yes,4.5,49999,49999,0,0.0
8 GB,128 GB,Yes,4.2,21999,23999,2000,8.33368057002375
2 GB,32 GB,Yes,4.2,24999,24999,0,0.0
3 GB,32 GB,Yes,4.3,13990,13990,0,0.0
512 MB,4 GB,Yes,3.8,4199,4199,0,0.0
4 GB,64 GB,Yes,4.3,11299,11300,1,0.0088495575221238
3 GB,64 GB,Yes,4.6,49900,49900,0,0.0
4 GB,512 GB,Yes,4.7,134900,134900,0,0.0
2 GB,8 GB,Yes,4.0,5499,5499,0,0.0
6 GB,256 GB,Yes,4.5,28999,28999,0,0.0
4 GB,32 GB,Yes,4.3,17962,17962,0,0.0
4GB,512 GB,Yes,,109900,109900,0,0.0
8 GB,128 GB,Yes,4.5,37499,40999,3500,8.536793580331228
4 GB,64 GB,Yes,4.5,10999,10999,0,0.0
4 GB,64 GB,Yes,3.9,11999,13999,2000,14.286734766769056
12 GB,256 GB,Yes,4.6,36999,36999,0,0.0
4 GB,64 GB,Yes,4.3,18990,18990,0,0.0
3 GB,32 GB,Yes,4.4,7499,8999,1500,16.6685187243027
2 GB,32 GB,Yes,4.0,7999,10499,2500,23.811791599199925
4GB,64 GB,Yes,4.6,49900,49900,0,0.0
2 GB,16 GB,Yes,3.9,25500,25500,0,0.0
4 GB,64 GB,Yes,4.4,23990,23990,0,0.0
4GB,64 GB,Yes,4.6,49900,49900,0,0.0
2 GB,16 GB,Yes,4.0,6741,6741,0,0.0
1 GB,8 GB,Yes,4.1,6995,6995,0,0.0
3 GB,32 GB,Yes,4.0,7890,15999,8109,50.684417776111005
3 GB,64 GB,Yes,4.6,42999,47900,4901,10.231732776617951
4 GB,64 GB,Yes,4.2,11499,12999,1500,11.539349180706209
6 GB,64 GB,Yes,3.8,22999,22999,0,0.0
1 GB,8 GB,Yes,3.8,3599,3599,0,0.0
4 GB,32 GB,Yes,4.4,15000,15000,0,0.0
4GB,128 GB,Yes,4.7,129900,129900,0,0.0
1 GB,8 GB,Yes,4.1,9599,9599,0,0.0
4 GB,64 GB,Yes,4.4,9999,15499,5500,35.486160397445
4 GB,64 GB,Yes,4.3,14999,14999,0,0.0
8 GB,128 GB,Yes,4.2,27950,31983,4033,12.60982396898352
4 GB,128 GB,Yes,4.5,80000,80000,0,0.0
8 GB,128 GB,Yes,4.4,29999,29999,0,0.0
6 GB,128 GB,Yes,4.2,21999,24999,3000,12.000480019200769
2 GB,32 GB,Yes,3.7,6999,6999,0,0.0
4 GB,64 GB,Yes,4.3,12499,13999,1500,10.715051075076792
1 GB,16 GB,Yes,4.0,15999,15999,0,0.0
4 GB,64 GB,Yes,4.5,9999,9999,0,0.0
2 GB,16 GB,Yes,3.8,8999,8999,0,0.0
1 GB,64 GB,Yes,4.4,62500,62500,0,0.0
8 GB,130 GB,Yes,4.3,25999,25999,0,0.0
768 MB,4 GB,Yes,3.5,3990,3990,0,0.0
3 GB,,Yes,,8999,9999,1000,10.00100010001
3 GB,32 GB,Yes,3.8,25900,25900,0,0.0
2 GB,128 GB,Yes,4.5,44900,44900,0,0.0
64 MB,128 MB,Yes,4.2,3271,3271,0,0.0
4 GB,64 GB,Yes,2.8,8539,8549,10,0.1169727453503333
4 GB,128 GB,Yes,,15990,19990,4000,20.01000500250125
6 GB,128 GB,Yes,4.2,20999,24999,4000,16.000640025601022
6 GB,64 GB,Yes,4.3,15999,19999,4000,20.001000050002503
6 GB,128 GB,Yes,4.3,15999,15999,0,0.0
2 GB,32 GB,Yes,4.4,8999,8999,0,0.0
4 GB,64 GB,Yes,4.4,22300,22300,0,0.0
2 GB,16 GB,Yes,3.7,11810,11810,0,0.0
4 MB,4 MB,Yes,4.2,1660,1700,40,2.3529411764705883
1 GB,16 GB,Yes,3.9,7399,7399,0,0.0
2 GB,64 GB,Yes,4.5,32999,39900,6901,17.29573934837093
2 GB,32 GB,Yes,4.1,15999,15999,0,0.0
6 GB,128 GB,Yes,4.1,26295,27395,1100,4.015331264829348
46 MB,2 MB,Yes,4.1,2699,3270,571,17.46177370030581
3 GB,32 GB,Yes,4.4,8999,8999,0,0.0
4 GB,64 GB,Yes,4.5,17999,17999,0,0.0
1 GB,8 GB,Yes,3.9,5299,5299,0,0.0
3 GB,32 GB,Yes,4.0,8897,8897,0,0.0
12 GB,256 GB,Yes,4.5,91999,116000,24001,20.69051724137931
1 GB,16 GB,Yes,3.8,2799,2799,0,0.0
8 GB,128 GB,Yes,4.3,41999,41999,0,0.0
2 GB,32 GB,Yes,4.3,12990,12990,0,0.0
1 GB,8 GB,Yes,3.8,6299,6299,0,0.0
6 GB,128 GB,Yes,4.3,35999,38999,3000,7.692504936024
4GB,512 GB,Yes,4.7,159900,159900,0,0.0
4 GB,64 GB,Yes,4.4,15990,15990,0,0.0
3 GB,32 GB,Yes,3.3,30000,30000,0,0.0
4 GB,64 GB,Yes,4.4,10499,12999,2500,19.232248634510345
3 GB,32 GB,Yes,4.4,8299,8999,700,7.7786420713412605
4 GB,64 GB,Yes,4.2,12499,14499,2000,13.794054762397408
4 GB,64 GB,Yes,4.4,10490,11990,1500,12.51042535446205
3 GB,16 GB,Yes,4.3,23990,23990,0,0.0
3 GB,64 GB,Yes,3.9,10990,14000,3010,21.5
2 GB,16 GB,Yes,4.0,6400,6400,0,0.0
4GB,128 GB,Yes,,79900,79900,0,0.0
2 GB,128 GB,Yes,4.5,34900,34900,0,0.0
6 GB,64 GB,Yes,4.3,10999,13999,3000,21.430102150153584
4 GB,64 GB,Yes,4.3,9299,10999,1700,15.455950540958268
4 GB,64 GB,Yes,4.4,22099,22221,122,0.5490301966608163
6 GB,64 GB,Yes,4.3,16999,17500,501,2.8628571428571425
8 GB,256 GB,Yes,4.4,49990,54990,5000,9.092562284051644
1 GB,16 GB,Yes,3.9,21990,21990,0,0.0
2 GB,16 GB,Yes,4.3,15299,15585,286,1.835097850497273
3 GB,32 GB,Yes,4.0,15999,15999,0,0.0
1 GB,8 GB,Yes,3.8,4890,4890,0,0.0
1 GB,4 GB,Yes,4.2,11500,11500,0,0.0
2 GB,32 GB,Yes,4.3,7299,7999,700,8.751093886735841
8 GB,128 GB,Yes,,22999,25999,3000,11.538905342513177
8 GB,128 GB,Yes,4.3,25999,31999,6000,18.75058595581112
8 GB,128 GB,Yes,4.2,29999,80000,50001,62.50125
4 GB,128 GB,Yes,,11999,13999,2000,14.286734766769056
3 GB,256 GB,Yes,5.0,85400,85400,0,0.0
2 GB,32 GB,Yes,4.0,8449,8449,0,0.0
4 GB,64 GB,Yes,4.3,14999,14999,0,0.0
4 GB,64 GB,Yes,4.3,10999,13999,3000,21.430102150153584
32 MB,2 MB,Yes,4.1,2899,2899,0,0.0
4 GB,64 GB,Yes,4.5,8799,9999,1200,12.001200120012
6 GB,128 GB,Yes,4.4,19990,19990,0,0.0
4 GB,32 GB,Yes,3.9,29990,29990,0,0.0
2 GB,16 GB,Yes,4.1,8350,19000,10650,56.05263157894736
3 GB,32 GB,Yes,4.2,10999,10999,0,0.0
4GB,256 GB,Yes,4.6,64900,64900,0,0.0
4 GB,64 GB,Yes,4.2,17999,17999,0,0.0
2 GB,32 GB,Yes,4.4,7499,8999,1500,16.6685187243027
6 GB,64 GB,Yes,4.3,24999,24999,0,0.0
8 GB,128 GB,Yes,4.3,11990,15490,3500,22.59522272433828
2 GB,16 GB,Yes,4.3,7999,7999,0,0.0
3 GB,32 GB,Yes,3.9,17999,17999,0,0.0
,256 GB,Yes,4.6,129900,129900,0,0.0
12 GB,256 GB,Yes,4.5,79990,84990,5000,5.883045064125192
64 MB,128 MB,Yes,3.7,4399,4399,0,0.0
6 GB,128 GB,Yes,4.3,20999,25999,5000,19.231508904188622
4 GB,64 GB,Yes,4.3,21000,21000,0,0.0
3 GB,32 GB,Yes,4.0,16300,16300,0,0.0
2 GB,16 GB,Yes,3.9,5499,10299,4800,46.60646664724731
8 GB,128 GB,Yes,4.3,38990,41990,3000,7.14455822814956
,2 MB,Yes,3.9,1400,1400,0,0.0
1 GB,8 GB,Yes,4.2,6500,6500,0,0.0
4 GB,128 GB,Yes,4.3,13489,13489,0,0.0
4 GB,64 GB,Yes,4.3,12499,14999,2500,16.66777785185679
6 GB,,Yes,4.3,10990,14990,4000,26.684456304202804
1 GB,64 GB,Yes,4.5,71500,71500,0,0.0
4 GB,64 GB,Yes,4.4,9499,11999,2500,20.835069589132427
4 GB,256 GB,Yes,,79900,79900,0,0.0
1 GB,16 GB,Yes,4.1,9999,9999,0,0.0
2 GB,16 GB,Yes,3.9,8499,8499,0,0.0
3 GB,32 GB,Yes,4.3,11999,11999,0,0.0
4GB,128 GB,Yes,4.6,68999,70900,1901,2.681241184767278
4 GB,64 GB,Yes,4.3,12000,26028,14028,53.89580451821116
6 GB,128 GB,Yes,4.5,17999,20999,3000,14.28639459021858
12 GB,256 GB,Yes,4.2,32999,34999,2000,5.714448984256693
1 GB,4 GB,Yes,3.8,17200,17200,0,0.0
3 GB,32 GB,Yes,4.3,12900,12900,0,0.0
4 MB,4 MB,Yes,4.2,2149,2149,0,0.0
6 GB,128 GB,Yes,4.3,17999,31000,13001,41.93870967741936
4GB,128 GB,Yes,4.6,54900,54900,0,0.0
2 GB,32 GB,Yes,4.3,7499,8999,1500,16.6685187243027
4 GB,64 GB,Yes,4.4,15726,15726,0,0.0
4 GB,64 GB,Yes,4.4,12999,14999,2000,13.334222281485433
4 GB,64 GB,Yes,4.3,10999,13999,3000,21.430102150153584
3 GB,32 GB,Yes,4.1,36900,36900,0,0.0
4 GB,64 GB,Yes,3.9,19499,19499,0,0.0
3 GB,32 GB,Yes,4.3,11000,11000,0,0.0
1 GB,8 GB,Yes,3.8,2999,2999,0,0.0
3 GB,16 GB,Yes,4.2,12500,12500,0,0.0
8 GB,128 GB,Yes,4.5,20999,20999,0,0.0
6 GB,128 GB,Yes,4.2,26999,31999,5000,15.625488296509266
4 GB,64 GB,Yes,4.4,11999,11999,0,0.0
4GB,128 GB,Yes,4.6,64900,69900,5000,7.1530758226037205
6 GB,64 GB,Yes,4.4,13999,15999,2000,12.500781298831177
4 GB,64 GB,Yes,4.2,29790,29790,0,0.0
4 GB,64 GB,Yes,4.5,39999,39999,0,0.0
6 GB,128 GB,Yes,4.3,15999,15999,0,0.0
3 GB,32 GB,Yes,4.1,11999,11999,0,0.0
3 GB,16 GB,Yes,4.0,6999,6999,0,0.0
3 GB,32 GB,Yes,4.5,8499,10999,2500,22.729339030820984
3 GB,256 GB,Yes,4.6,84900,84900,0,0.0
4GB,128 GB,Yes,4.5,61999,64900,2901,4.469953775038521
4 GB,64 GB,Yes,4.5,11990,15990,4000,25.01563477173233
4 GB,64 GB,Yes,4.2,11730,12900,1170,9.069767441860463
8 GB,128 GB,Yes,4.4,29999,34999,5000,14.286122460641732
3 GB,32 GB,Yes,4.2,9999,9999,0,0.0
8 GB,128 GB,Yes,4.2,23999,25999,2000,7.692603561675448
4 GB,64 GB,Yes,4.1,9990,15999,6009,37.55859741233827
2 GB,16 GB,Yes,4.1,6990,6990,0,0.0
8 GB,128 GB,Yes,4.3,17999,20999,3000,14.28639459021858
2 GB,16 GB,Yes,4.0,14500,14500,0,0.0
4 GB,64 GB,Yes,4.3,9999,18999,9000,47.37091425864519
4 GB,64 GB,Yes,4.3,12999,12999,0,0.0
4 GB,64 GB,Yes,4.1,14999,14999,0,0.0
2 GB,16 GB,Yes,4.1,6999,6999,0,0.0
4GB,128 GB,Yes,4.5,61999,64900,2901,4.469953775038521
3 GB,,Yes,4.5,8499,10999,2500,22.729339030820984
6 GB,256 GB,Yes,4.4,19990,19990,0,0.0
3 GB,64 GB,Yes,3.9,8990,8990,0,0.0
6 GB,128 GB,Yes,4.5,59000,59000,0,0.0
1 GB,8 GB,Yes,3.6,4790,4790,0,0.0
2 GB,16 GB,Yes,4.0,8479,8479,0,0.0
8 MB,16 MB,Yes,,4189,4189,0,0.0
3 GB,128 GB,Yes,4.6,47999,52900,4901,9.264650283553877
4 GB,64 GB,Yes,4.4,12990,14990,2000,13.342228152101402
6 GB,64 GB,Yes,4.6,49999,49999,0,0.0
4 MB,4 MB,Yes,4.2,1400,1400,0,0.0
4 GB,64 GB,Yes,4.3,15490,18990,3500,18.43075302790943
4 GB,64 GB,Yes,4.3,14999,14999,0,0.0
4 GB,64 GB,Yes,4.4,10499,11999,1500,12.501041753479456
3 GB,32 GB,Yes,4.1,12999,12999,0,0.0
4 GB,64 GB,Yes,4.3,11779,11919,140,1.1745951841597448
3 GB,32 GB,Yes,4.4,8499,8999,500,5.5561729081009
8 GB,128 GB,Yes,4.3,21990,21990,0,0.0
3 GB,32 GB,Yes,4.4,9999,9999,0,0.0
6 GB,128 GB,Yes,4.3,16999,17999,1000,5.555864214678594
3 GB,16 GB,Yes,4.3,18990,18990,0,0.0
4 MB,4 MB,Yes,4.2,1490,1490,0,0.0
4 GB,32 GB,Yes,3.9,46900,46900,0,0.0
2 GB,32 GB,Yes,3.6,22389,22389,0,0.0
8 GB,128 GB,Yes,4.3,18499,18999,500,2.631717458813622
3 GB,32 GB,Yes,4.2,10990,10990,0,0.0
4GB,512 GB,Yes,4.7,149900,149900,0,0.0
3 GB,32 GB,Yes,3.9,12999,12999,0,0.0
3 GB,32 GB,Yes,3.8,7299,9999,2700,27.002700270027
2 GB,64 GB,Yes,4.4,59999,59999,0,0.0
2 GB,32 GB,Yes,4.5,6999,6999,0,0.0
2 GB,32 GB,Yes,4.0,8990,10990,2000,18.198362147406733
1 GB,16 GB,Yes,3.9,4999,4999,0,0.0
8 GB,128 GB,Yes,4.4,16999,17999,1000,5.555864214678594
6 GB,128 GB,Yes,4.5,19999,19999,0,0.0
2 GB,32 GB,Yes,4.2,7999,7999,0,0.0
1 GB,16 GB,Yes,4.5,39999,39999,0,0.0
12 GB,,Yes,4.2,32999,34999,2000,5.714448984256693
4GB,128 GB,Yes,4.5,119900,119900,0,0.0
4 GB,64 GB,Yes,4.1,9999,10490,491,4.680648236415634
6 GB,128 GB,Yes,4.3,20999,25999,5000,19.231508904188622
2 GB,16 GB,Yes,4.1,17990,17990,0,0.0
8 GB,128 GB,Yes,4.4,25889,25889,0,0.0
8 GB,128 GB,Yes,4.4,18999,21999,3000,13.636983499249968
4 GB,64 GB,Yes,4.3,14090,15500,1410,9.096774193548388
4 MB,4 MB,Yes,4.2,1500,1500,0,0.0
8 GB,128 GB,Yes,4.4,17999,21999,4000,18.182644665666626
8 GB,128 GB,Yes,4.4,34990,37990,3000,7.896814951302974
4GB,256 GB,Yes,4.6,78999,80900,1901,2.349814585908529
3 GB,32 GB,Yes,4.2,14927,14927,0,0.0
4 GB,64 GB,Yes,4.5,9999,10999,1000,9.091735612328392
3 GB,32 GB,Yes,4.4,8499,8999,500,5.5561729081009
4 GB,64 GB,Yes,4.3,20990,20990,0,0.0
3 GB,64 GB,Yes,3.9,10990,14000,3010,21.5
3 GB,64 GB,Yes,4.5,9199,9290,91,0.9795479009687836
4 GB,64 GB,Yes,4.3,12499,14999,2500,16.66777785185679
512 MB,4 GB,Yes,3.7,3000,8400,5400,64.28571428571429
6 GB,64 GB,Yes,4.3,10999,13999,3000,21.430102150153584
4 GB,64 GB,Yes,4.4,12999,12999,0,0.0
3 GB,32 GB,Yes,4.5,8498,8498,0,0.0
6 GB,128 GB,Yes,4.3,22999,35999,13000,36.112114225395146
4 GB,64 GB,Yes,4.2,10990,10990,0,0.0
4 GB,32 GB,Yes,4.1,12499,12499,0,0.0
2 GB,,Yes,4.4,49999,49999,0,0.0
8 GB,128 GB,Yes,4.3,17990,18990,1000,5.26592943654555
4 GB,64 GB,Yes,4.5,14999,16999,2000,11.765397964586152
8 GB,128 GB,Yes,4.3,17999,18999,1000,5.263434917627244
3 GB,32 GB,Yes,,8999,9999,1000,10.00100010001
4 GB,64 GB,Yes,4.4,18990,18990,0,0.0
6 GB,129 GB,Yes,4.2,19119,19119,0,0.0
4 GB,64 GB,Yes,4.2,12144,12144,0,0.0
2 GB,16 GB,Yes,,6499,6499,0,0.0
6 GB,128 GB,Yes,4.4,17499,19999,2500,12.500625031251564
8 MB,16 MB,Yes,4.0,2199,2199,0,0.0
8 GB,128 GB,Yes,4.4,18990,22990,4000,17.398869073510223
4 GB,32 GB,Yes,3.9,29990,29990,0,0.0
6 GB,128 GB,Yes,4.3,16750,16800,50,0.2976190476190476
6 GB,128 GB,Yes,4.3,22650,24198,1548,6.397222910984379
8 GB,128 GB,Yes,4.4,20999,23999,3000,12.500520855035626
2 GB,16 GB,Yes,3.8,8999,8999,0,0.0
8 GB,128 GB,Yes,4.6,79000,79000,0,0.0
10 MB,2 MB,Yes,4.1,2299,2299,0,0.0
6 GB,64 GB,Yes,3.7,12999,12999,0,0.0
4 GB,64 GB,Yes,4.3,17999,17999,0,0.0
16 MB,16 MB,Yes,4.2,2499,2499,0,0.0
4 GB,64 GB,Yes,4.5,14999,16999,2000,11.765397964586152
8 GB,256 GB,Yes,4.5,21499,22999,1500,6.5220226966389845
4 GB,64 GB,Yes,4.4,12999,14999,2000,13.334222281485433
6 GB,64 GB,Yes,4.3,13999,16999,3000,17.648096946879228
,256 GB,Yes,4.6,129900,129900,0,0.0
4GB,64 GB,Yes,4.6,49900,49900,0,0.0
3 GB,128 GB,Yes,4.5,42900,42900,0,0.0
4 GB,64 GB,Yes,4.4,14500,14500,0,0.0
4 GB,64 GB,Yes,4.2,14690,14690,0,0.0
6 GB,128 GB,Yes,4.1,17790,17790,0,0.0
4GB,256 GB,Yes,4.6,64900,64900,0,0.0
4 GB,64 GB,Yes,4.3,9999,9999,0,0.0
4 GB,64 GB,Yes,4.1,10398,10398,0,0.0
8 GB,128 GB,Yes,4.3,20990,20990,0,0.0
8 GB,512 GB,Yes,4.6,91900,91900,0,0.0
64 MB,128 MB,Yes,3.7,3896,3999,103,2.5756439109777443
8 GB,256 GB,Yes,,28999,37990,8991,23.666754409055017
3 GB,64 GB,Yes,4.1,14999,14999,0,0.0
64 MB,128 MB,Yes,4.2,3780,3780,0,0.0
32 MB,2 MB,Yes,4.2,2089,2089,0,0.0
4 GB,64 GB,Yes,3.8,19999,19999,0,0.0
4 GB,64 GB,Yes,4.0,27500,27500,0,0.0
